file_name,emotion
G00009/G00009_37/G00009_37_12/G00009_37_12_027.mp4,neutral
G00009/G00009_37/G00009_37_12/G00009_37_12_024.mp4,angry
G00009/G00009_37/G00009_37_12/G00009_37_12_005.mp4,surprised
G00009/G00009_37/G00009_37_12/G00009_37_12_009.mp4,neutral
G00009/G00009_37/G00009_37_12/G00009_37_12_016.mp4,fearful
G00009/G00009_37/G00009_37_12/G00009_37_12_011.mp4,neutral
G00009/G00009_37/G00009_37_12/G00009_37_12_019.mp4,neutral
G00009/G00009_37/G00009_37_12/G00009_37_12_007.mp4,neutral
G00009/G00009_37/G00009_37_12/G00009_37_12_026.mp4,fearful
G00009/G00009_37/G00009_37_12/G00009_37_12_013.mp4,fearful
G00009/G00009_37/G00009_37_12/G00009_37_12_001.mp4,neutral
G00009/G00009_37/G00009_37_12/G00009_37_12_022.mp4,neutral
G00009/G00009_37/G00009_37_12/G00009_37_12_030.mp4,surprised
G00009/G00009_37/G00009_37_12/G00009_37_12_003.mp4,fearful
G00009/G00009_37/G00009_37_12/G00009_37_12_023.mp4,fearful
G00009/G00009_37/G00009_37_14/G00009_37_14_020.mp4,neutral
G00009/G00009_37/G00009_37_14/G00009_37_14_021.mp4,fearful
G00009/G00009_37/G00009_37_14/G00009_37_14_015.mp4,neutral
G00009/G00009_37/G00009_37_14/G00009_37_14_008.mp4,neutral
G00009/G00009_37/G00009_37_14/G00009_37_14_006.mp4,surprised
G00009/G00009_37/G00009_37_14/G00009_37_14_017.mp4,angry
G00009/G00009_37/G00009_37_14/G00009_37_14_012.mp4,fearful
G00009/G00009_37/G00009_37_14/G00009_37_14_025.mp4,neutral
G00009/G00009_37/G00009_37_14/G00009_37_14_031.mp4,neutral
G00009/G00009_37/G00009_37_14/G00009_37_14_028.mp4,neutral
G00009/G00009_37/G00009_37_14/G00009_37_14_029.mp4,fearful
G00009/G00009_12/G00009_12_14/G00009_12_14_015.mp4,happy
G00009/G00009_12/G00009_12_14/G00009_12_14_012.mp4,neutral
G00009/G00009_12/G00009_12_14/G00009_12_14_027.mp4,happy
G00009/G00009_12/G00009_12_14/G00009_12_14_025.mp4,happy
G00009/G00009_12/G00009_12_14/G00009_12_14_019.mp4,happy
G00009/G00009_12/G00009_12_14/G00009_12_14_003.mp4,neutral
G00009/G00009_12/G00009_12_14/G00009_12_14_001.mp4,neutral
G00009/G00009_12/G00009_12_14/G00009_12_14_010.mp4,happy
G00009/G00009_12/G00009_12_14/G00009_12_14_008.mp4,surprised
G00009/G00009_12/G00009_12_14/G00009_12_14_026.mp4,happy
G00009/G00009_12/G00009_12_14/G00009_12_14_017.mp4,happy
G00009/G00009_12/G00009_12_14/G00009_12_14_005.mp4,happy
G00009/G00009_12/G00009_12_14/G00009_12_14_029.mp4,happy
G00009/G00009_12/G00009_12_14/G00009_12_14_021.mp4,happy
G00009/G00009_12/G00009_12_14/G00009_12_14_007.mp4,happy
G00009/G00009_12/G00009_12_12/G00009_12_12_004.mp4,happy
G00009/G00009_12/G00009_12_12/G00009_12_12_009.mp4,surprised
G00009/G00009_12/G00009_12_12/G00009_12_12_022.mp4,happy
G00009/G00009_12/G00009_12_12/G00009_12_12_014.mp4,happy
G00009/G00009_12/G00009_12_12/G00009_12_12_002.mp4,neutral
G00009/G00009_12/G00009_12_12/G00009_12_12_011.mp4,happy
G00009/G00009_12/G00009_12_12/G00009_12_12_006.mp4,happy
G00009/G00009_12/G00009_12_12/G00009_12_12_028.mp4,happy
G00009/G00009_12/G00009_12_12/G00009_12_12_018.mp4,happy
G00009/G00009_12/G00009_12_12/G00009_12_12_020.mp4,happy
G00009/G00009_12/G00009_12_12/G00009_12_12_013.mp4,happy
G00009/G00009_43/G00009_43_12/G00009_43_12_020.mp4,angry
G00009/G00009_43/G00009_43_12/G00009_43_12_011.mp4,angry
G00009/G00009_43/G00009_43_12/G00009_43_12_005.mp4,angry
G00009/G00009_43/G00009_43_12/G00009_43_12_024.mp4,angry
G00009/G00009_43/G00009_43_12/G00009_43_12_026.mp4,angry
G00009/G00009_43/G00009_43_12/G00009_43_12_003.mp4,angry
G00009/G00009_43/G00009_43_12/G00009_43_12_028.mp4,angry
G00009/G00009_43/G00009_43_12/G00009_43_12_007.mp4,angry
G00009/G00009_43/G00009_43_12/G00009_43_12_009.mp4,angry
G00009/G00009_43/G00009_43_12/G00009_43_12_029.mp4,angry
G00009/G00009_43/G00009_43_12/G00009_43_12_022.mp4,angry
G00009/G00009_43/G00009_43_12/G00009_43_12_015.mp4,angry
G00009/G00009_43/G00009_43_12/G00009_43_12_001.mp4,angry
G00009/G00009_43/G00009_43_12/G00009_43_12_019.mp4,angry
G00009/G00009_43/G00009_43_12/G00009_43_12_031.mp4,angry
G00009/G00009_43/G00009_43_12/G00009_43_12_017.mp4,angry
G00009/G00009_43/G00009_43_12/G00009_43_12_013.mp4,angry
G00009/G00009_43/G00009_43_14/G00009_43_14_006.mp4,angry
G00009/G00009_43/G00009_43_14/G00009_43_14_004.mp4,angry
G00009/G00009_43/G00009_43_14/G00009_43_14_018.mp4,angry
G00009/G00009_43/G00009_43_14/G00009_43_14_027.mp4,angry
G00009/G00009_43/G00009_43_14/G00009_43_14_030.mp4,angry
G00009/G00009_43/G00009_43_14/G00009_43_14_008.mp4,angry
G00009/G00009_43/G00009_43_14/G00009_43_14_014.mp4,angry
G00009/G00009_43/G00009_43_14/G00009_43_14_021.mp4,angry
G00009/G00009_43/G00009_43_14/G00009_43_14_002.mp4,angry
G00009/G00009_43/G00009_43_14/G00009_43_14_016.mp4,angry
G00009/G00009_43/G00009_43_14/G00009_43_14_012.mp4,angry
G00009/G00009_43/G00009_43_14/G00009_43_14_010.mp4,angry
G00009/G00009_43/G00009_43_14/G00009_43_14_032.mp4,angry
G00009/G00009_43/G00009_43_14/G00009_43_14_025.mp4,angry
G00009/G00009_43/G00009_43_14/G00009_43_14_023.mp4,angry
G00009/G00009_16/G00009_16_14/G00009_16_14_012.mp4,disgusted
G00009/G00009_16/G00009_16_14/G00009_16_14_039.mp4,disgusted
G00009/G00009_16/G00009_16_14/G00009_16_14_014.mp4,neutral
G00009/G00009_16/G00009_16_14/G00009_16_14_010.mp4,neutral
G00009/G00009_16/G00009_16_14/G00009_16_14_005.mp4,neutral
G00009/G00009_16/G00009_16_14/G00009_16_14_022.mp4,disgusted
G00009/G00009_16/G00009_16_14/G00009_16_14_003.mp4,neutral
G00009/G00009_16/G00009_16_14/G00009_16_14_024.mp4,neutral
G00009/G00009_16/G00009_16_14/G00009_16_14_030.mp4,disgusted
G00009/G00009_16/G00009_16_14/G00009_16_14_016.mp4,disgusted
G00009/G00009_16/G00009_16_14/G00009_16_14_033.mp4,disgusted
G00009/G00009_16/G00009_16_14/G00009_16_14_037.mp4,disgusted
G00009/G00009_16/G00009_16_14/G00009_16_14_029.mp4,disgusted
G00009/G00009_16/G00009_16_14/G00009_16_14_041.mp4,neutral
G00009/G00009_16/G00009_16_14/G00009_16_14_018.mp4,disgusted
G00009/G00009_16/G00009_16_14/G00009_16_14_026.mp4,neutral
G00009/G00009_16/G00009_16_14/G00009_16_14_001.mp4,neutral
G00009/G00009_16/G00009_16_14/G00009_16_14_031.mp4,disgusted
G00009/G00009_16/G00009_16_14/G00009_16_14_006.mp4,neutral
G00009/G00009_16/G00009_16_14/G00009_16_14_028.mp4,surprised
G00009/G00009_16/G00009_16_14/G00009_16_14_020.mp4,surprised
G00009/G00009_16/G00009_16_14/G00009_16_14_008.mp4,disgusted
G00009/G00009_16/G00009_16_14/G00009_16_14_035.mp4,disgusted
G00009/G00009_16/G00009_16_14/G00009_16_14_045.mp4,disgusted
G00009/G00009_16/G00009_16_14/G00009_16_14_043.mp4,disgusted
G00009/G00009_16/G00009_16_12/G00009_16_12_027.mp4,disgusted
G00009/G00009_16/G00009_16_12/G00009_16_12_025.mp4,neutral
G00009/G00009_16/G00009_16_12/G00009_16_12_042.mp4,neutral
G00009/G00009_16/G00009_16_12/G00009_16_12_032.mp4,disgusted
G00009/G00009_16/G00009_16_12/G00009_16_12_036.mp4,disgusted
G00009/G00009_16/G00009_16_12/G00009_16_12_021.mp4,neutral
G00009/G00009_16/G00009_16_12/G00009_16_12_019.mp4,neutral
G00009/G00009_16/G00009_16_12/G00009_16_12_013.mp4,neutral
G00009/G00009_16/G00009_16_12/G00009_16_12_017.mp4,neutral
G00009/G00009_16/G00009_16_12/G00009_16_12_038.mp4,happy
G00009/G00009_16/G00009_16_12/G00009_16_12_044.mp4,disgusted
G00009/G00009_16/G00009_16_12/G00009_16_12_034.mp4,disgusted
G00009/G00009_16/G00009_16_12/G00009_16_12_015.mp4,surprised
G00009/G00009_16/G00009_16_12/G00009_16_12_007.mp4,neutral
G00009/G00009_16/G00009_16_12/G00009_16_12_011.mp4,neutral
G00009/G00009_07/G00009_07_12/G00009_07_12_008.mp4,surprised
G00009/G00009_07/G00009_07_12/G00009_07_12_003.mp4,happy
G00009/G00009_07/G00009_07_12/G00009_07_12_010.mp4,surprised
G00009/G00009_07/G00009_07_12/G00009_07_12_011.mp4,happy
G00009/G00009_07/G00009_07_12/G00009_07_12_014.mp4,happy
G00009/G00009_07/G00009_07_12/G00009_07_12_006.mp4,neutral
G00009/G00009_07/G00009_07_12/G00009_07_12_001.mp4,neutral
G00009/G00009_07/G00009_07_12/G00009_07_12_020.mp4,happy
G00009/G00009_07/G00009_07_12/G00009_07_12_005.mp4,neutral
G00009/G00009_07/G00009_07_12/G00009_07_12_025.mp4,happy
G00009/G00009_07/G00009_07_12/G00009_07_12_018.mp4,happy
G00009/G00009_07/G00009_07_12/G00009_07_12_002.mp4,neutral
G00009/G00009_07/G00009_07_12/G00009_07_12_016.mp4,happy
G00009/G00009_07/G00009_07_12/G00009_07_12_023.mp4,happy
G00009/G00009_07/G00009_07_14/G00009_07_14_017.mp4,surprised
G00009/G00009_07/G00009_07_14/G00009_07_14_007.mp4,happy
G00009/G00009_07/G00009_07_14/G00009_07_14_015.mp4,happy
G00009/G00009_07/G00009_07_14/G00009_07_14_013.mp4,happy
G00009/G00009_07/G00009_07_14/G00009_07_14_021.mp4,happy
G00009/G00009_07/G00009_07_14/G00009_07_14_024.mp4,happy
G00009/G00009_07/G00009_07_14/G00009_07_14_022.mp4,happy
G00009/G00009_07/G00009_07_14/G00009_07_14_009.mp4,happy
G00009/G00009_07/G00009_07_14/G00009_07_14_012.mp4,happy
G00009/G00009_46/G00009_46_12/G00009_46_12_026.mp4,angry
G00009/G00009_46/G00009_46_12/G00009_46_12_012.mp4,angry
G00009/G00009_46/G00009_46_12/G00009_46_12_002.mp4,neutral
G00009/G00009_46/G00009_46_12/G00009_46_12_014.mp4,angry
G00009/G00009_46/G00009_46_12/G00009_46_12_006.mp4,angry
G00009/G00009_46/G00009_46_12/G00009_46_12_020.mp4,angry
G00009/G00009_46/G00009_46_12/G00009_46_12_016.mp4,angry
G00009/G00009_46/G00009_46_12/G00009_46_12_018.mp4,angry
G00009/G00009_46/G00009_46_12/G00009_46_12_010.mp4,angry
G00009/G00009_46/G00009_46_12/G00009_46_12_022.mp4,angry
G00009/G00009_46/G00009_46_12/G00009_46_12_004.mp4,surprised
G00009/G00009_46/G00009_46_12/G00009_46_12_031.mp4,angry
G00009/G00009_46/G00009_46_12/G00009_46_12_008.mp4,angry
G00009/G00009_46/G00009_46_12/G00009_46_12_028.mp4,angry
G00009/G00009_46/G00009_46_12/G00009_46_12_024.mp4,angry
G00009/G00009_46/G00009_46_14/G00009_46_14_003.mp4,neutral
G00009/G00009_46/G00009_46_14/G00009_46_14_001.mp4,neutral
G00009/G00009_46/G00009_46_14/G00009_46_14_013.mp4,angry
G00009/G00009_46/G00009_46_14/G00009_46_14_007.mp4,neutral
G00009/G00009_46/G00009_46_14/G00009_46_14_021.mp4,angry
G00009/G00009_46/G00009_46_14/G00009_46_14_027.mp4,angry
G00009/G00009_46/G00009_46_14/G00009_46_14_019.mp4,angry
G00009/G00009_46/G00009_46_14/G00009_46_14_011.mp4,angry
G00009/G00009_46/G00009_46_14/G00009_46_14_030.mp4,angry
G00009/G00009_46/G00009_46_14/G00009_46_14_017.mp4,angry
G00009/G00009_46/G00009_46_14/G00009_46_14_009.mp4,angry
G00009/G00009_46/G00009_46_14/G00009_46_14_025.mp4,angry
G00009/G00009_46/G00009_46_14/G00009_46_14_029.mp4,angry
G00009/G00009_46/G00009_46_14/G00009_46_14_005.mp4,neutral
G00009/G00009_46/G00009_46_14/G00009_46_14_023.mp4,angry
G00009/G00009_46/G00009_46_14/G00009_46_14_015.mp4,angry
G00009/G00009_14/G00009_14_14/G00009_14_14_022.mp4,disgusted
G00009/G00009_14/G00009_14_14/G00009_14_14_026.mp4,surprised
G00009/G00009_14/G00009_14_14/G00009_14_14_024.mp4,disgusted
G00009/G00009_14/G00009_14_14/G00009_14_14_006.mp4,surprised
G00009/G00009_14/G00009_14_14/G00009_14_14_012.mp4,neutral
G00009/G00009_14/G00009_14_14/G00009_14_14_017.mp4,neutral
G00009/G00009_14/G00009_14_14/G00009_14_14_010.mp4,neutral
G00009/G00009_14/G00009_14_14/G00009_14_14_028.mp4,disgusted
G00009/G00009_14/G00009_14_14/G00009_14_14_015.mp4,neutral
G00009/G00009_14/G00009_14_14/G00009_14_14_008.mp4,neutral
G00009/G00009_14/G00009_14_14/G00009_14_14_021.mp4,happy
G00009/G00009_14/G00009_14_14/G00009_14_14_019.mp4,happy
G00009/G00009_14/G00009_14_12/G00009_14_12_004.mp4,neutral
G00009/G00009_14/G00009_14_12/G00009_14_12_011.mp4,neutral
G00009/G00009_14/G00009_14_12/G00009_14_12_020.mp4,disgusted
G00009/G00009_14/G00009_14_12/G00009_14_12_023.mp4,neutral
G00009/G00009_14/G00009_14_12/G00009_14_12_018.mp4,happy
G00009/G00009_14/G00009_14_12/G00009_14_12_025.mp4,happy
G00009/G00009_14/G00009_14_12/G00009_14_12_009.mp4,neutral
G00009/G00009_14/G00009_14_12/G00009_14_12_002.mp4,neutral
G00009/G00009_14/G00009_14_12/G00009_14_12_013.mp4,neutral
G00009/G00009_14/G00009_14_12/G00009_14_12_016.mp4,neutral
G00009/G00009_14/G00009_14_12/G00009_14_12_014.mp4,neutral
G00009/G00009_14/G00009_14_12/G00009_14_12_027.mp4,happy
G00009/G00009_14/G00009_14_12/G00009_14_12_005.mp4,neutral
G00009/G00009_14/G00009_14_12/G00009_14_12_007.mp4,neutral
G00009/G00009_14/G00009_14_12/G00009_14_12_001.mp4,neutral
G00009/G00009_51/G00009_51_12/G00009_51_12_016.mp4,happy
G00009/G00009_51/G00009_51_12/G00009_51_12_020.mp4,happy
G00009/G00009_51/G00009_51_12/G00009_51_12_003.mp4,neutral
G00009/G00009_51/G00009_51_12/G00009_51_12_029.mp4,neutral
G00009/G00009_51/G00009_51_12/G00009_51_12_011.mp4,neutral
G00009/G00009_51/G00009_51_12/G00009_51_12_018.mp4,happy
G00009/G00009_51/G00009_51_12/G00009_51_12_025.mp4,sad
G00009/G00009_51/G00009_51_12/G00009_51_12_013.mp4,fearful
G00009/G00009_51/G00009_51_12/G00009_51_12_024.mp4,neutral
G00009/G00009_51/G00009_51_12/G00009_51_12_001.mp4,happy
G00009/G00009_51/G00009_51_12/G00009_51_12_009.mp4,neutral
G00009/G00009_51/G00009_51_12/G00009_51_12_033.mp4,happy
G00009/G00009_51/G00009_51_12/G00009_51_12_014.mp4,neutral
G00009/G00009_51/G00009_51_12/G00009_51_12_023.mp4,neutral
G00009/G00009_51/G00009_51_12/G00009_51_12_038.mp4,sad
G00009/G00009_51/G00009_51_12/G00009_51_12_007.mp4,neutral
G00009/G00009_51/G00009_51_12/G00009_51_12_027.mp4,sad
G00009/G00009_51/G00009_51_14/G00009_51_14_015.mp4,sad
G00009/G00009_51/G00009_51_14/G00009_51_14_010.mp4,angry
G00009/G00009_51/G00009_51_14/G00009_51_14_022.mp4,sad
G00009/G00009_51/G00009_51_14/G00009_51_14_021.mp4,sad
G00009/G00009_51/G00009_51_14/G00009_51_14_031.mp4,sad
G00009/G00009_51/G00009_51_14/G00009_51_14_036.mp4,sad
G00009/G00009_51/G00009_51_14/G00009_51_14_037.mp4,sad
G00009/G00009_51/G00009_51_14/G00009_51_14_008.mp4,angry
G00009/G00009_51/G00009_51_14/G00009_51_14_017.mp4,sad
G00009/G00009_51/G00009_51_14/G00009_51_14_012.mp4,angry
G00009/G00009_51/G00009_51_14/G00009_51_14_026.mp4,sad
G00009/G00009_51/G00009_51_14/G00009_51_14_028.mp4,sad
G00009/G00009_51/G00009_51_14/G00009_51_14_004.mp4,angry
G00009/G00009_51/G00009_51_14/G00009_51_14_034.mp4,sad
G00009/G00009_51/G00009_51_14/G00009_51_14_032.mp4,sad
G00009/G00009_51/G00009_51_14/G00009_51_14_030.mp4,sad
G00009/G00009_51/G00009_51_14/G00009_51_14_019.mp4,sad
G00009/G00009_51/G00009_51_14/G00009_51_14_002.mp4,sad
G00009/G00009_51/G00009_51_14/G00009_51_14_006.mp4,angry
G00009/G00009_51/G00009_51_14/G00009_51_14_035.mp4,sad
G00009/G00009_44/G00009_44_14/G00009_44_14_009.mp4,angry
G00009/G00009_44/G00009_44_14/G00009_44_14_014.mp4,angry
G00009/G00009_44/G00009_44_14/G00009_44_14_017.mp4,angry
G00009/G00009_44/G00009_44_14/G00009_44_14_005.mp4,angry
G00009/G00009_44/G00009_44_14/G00009_44_14_007.mp4,angry
G00009/G00009_44/G00009_44_14/G00009_44_14_024.mp4,angry
G00009/G00009_44/G00009_44_14/G00009_44_14_003.mp4,angry
G00009/G00009_44/G00009_44_14/G00009_44_14_019.mp4,angry
G00009/G00009_44/G00009_44_14/G00009_44_14_016.mp4,angry
G00009/G00009_44/G00009_44_14/G00009_44_14_001.mp4,angry
G00009/G00009_44/G00009_44_14/G00009_44_14_012.mp4,angry
G00009/G00009_44/G00009_44_14/G00009_44_14_021.mp4,angry
G00009/G00009_44/G00009_44_14/G00009_44_14_011.mp4,angry
G00009/G00009_44/G00009_44_14/G00009_44_14_022.mp4,angry
G00009/G00009_44/G00009_44_12/G00009_44_12_013.mp4,angry
G00009/G00009_44/G00009_44_12/G00009_44_12_026.mp4,angry
G00009/G00009_44/G00009_44_12/G00009_44_12_025.mp4,angry
G00009/G00009_44/G00009_44_12/G00009_44_12_006.mp4,angry
G00009/G00009_44/G00009_44_12/G00009_44_12_015.mp4,angry
G00009/G00009_44/G00009_44_12/G00009_44_12_010.mp4,angry
G00009/G00009_44/G00009_44_12/G00009_44_12_023.mp4,angry
G00009/G00009_44/G00009_44_12/G00009_44_12_004.mp4,disgusted
G00009/G00009_44/G00009_44_12/G00009_44_12_020.mp4,angry
G00009/G00009_44/G00009_44_12/G00009_44_12_002.mp4,neutral
G00009/G00009_44/G00009_44_12/G00009_44_12_018.mp4,angry
G00009/G00009_44/G00009_44_12/G00009_44_12_008.mp4,angry
G00009/G00009_40/G00009_40_12/G00009_40_12_010.mp4,neutral
G00009/G00009_40/G00009_40_12/G00009_40_12_025.mp4,neutral
G00009/G00009_40/G00009_40_12/G00009_40_12_023.mp4,neutral
G00009/G00009_40/G00009_40_12/G00009_40_12_035.mp4,neutral
G00009/G00009_40/G00009_40_12/G00009_40_12_029.mp4,neutral
G00009/G00009_40/G00009_40_12/G00009_40_12_003.mp4,neutral
G00009/G00009_40/G00009_40_12/G00009_40_12_008.mp4,neutral
G00009/G00009_40/G00009_40_12/G00009_40_12_016.mp4,neutral
G00009/G00009_40/G00009_40_12/G00009_40_12_031.mp4,surprised
G00009/G00009_40/G00009_40_12/G00009_40_12_037.mp4,neutral
G00009/G00009_40/G00009_40_12/G00009_40_12_019.mp4,neutral
G00009/G00009_40/G00009_40_14/G00009_40_14_013.mp4,neutral
G00009/G00009_40/G00009_40_14/G00009_40_14_002.mp4,neutral
G00009/G00009_40/G00009_40_14/G00009_40_14_007.mp4,neutral
G00009/G00009_40/G00009_40_14/G00009_40_14_018.mp4,fearful
G00009/G00009_40/G00009_40_14/G00009_40_14_004.mp4,neutral
G00009/G00009_40/G00009_40_14/G00009_40_14_027.mp4,fearful
G00009/G00009_40/G00009_40_14/G00009_40_14_015.mp4,neutral
G00009/G00009_40/G00009_40_14/G00009_40_14_026.mp4,fearful
G00009/G00009_40/G00009_40_14/G00009_40_14_028.mp4,fearful
G00009/G00009_40/G00009_40_14/G00009_40_14_001.mp4,neutral
G00009/G00009_40/G00009_40_14/G00009_40_14_022.mp4,fearful
G00009/G00009_40/G00009_40_14/G00009_40_14_030.mp4,neutral
G00009/G00009_40/G00009_40_14/G00009_40_14_038.mp4,neutral
G00009/G00009_40/G00009_40_14/G00009_40_14_032.mp4,neutral
G00009/G00009_40/G00009_40_14/G00009_40_14_011.mp4,neutral
G00009/G00009_40/G00009_40_14/G00009_40_14_006.mp4,neutral
G00009/G00009_40/G00009_40_14/G00009_40_14_024.mp4,fearful
G00009/G00009_40/G00009_40_14/G00009_40_14_021.mp4,neutral
G00009/G00009_40/G00009_40_14/G00009_40_14_017.mp4,neutral
G00009/G00009_40/G00009_40_14/G00009_40_14_033.mp4,neutral
G00009/G00009_40/G00009_40_14/G00009_40_14_034.mp4,neutral
G00009/G00009_40/G00009_40_14/G00009_40_14_009.mp4,neutral
G00009/G00009_40/G00009_40_14/G00009_40_14_036.mp4,fearful
G00009/G00009_40/G00009_40_14/G00009_40_14_020.mp4,surprised
G00009/G00009_04/G00009_04_12/G00009_04_12_008.mp4,neutral
G00009/G00009_04/G00009_04_12/G00009_04_12_005.mp4,neutral
G00009/G00009_04/G00009_04_12/G00009_04_12_018.mp4,neutral
G00009/G00009_04/G00009_04_12/G00009_04_12_002.mp4,neutral
G00009/G00009_04/G00009_04_12/G00009_04_12_009.mp4,neutral
G00009/G00009_04/G00009_04_12/G00009_04_12_001.mp4,happy
G00009/G00009_04/G00009_04_12/G00009_04_12_020.mp4,happy
G00009/G00009_04/G00009_04_12/G00009_04_12_011.mp4,neutral
G00009/G00009_04/G00009_04_12/G00009_04_12_014.mp4,happy
G00009/G00009_04/G00009_04_12/G00009_04_12_016.mp4,neutral
G00009/G00009_04/G00009_04_12/G00009_04_12_015.mp4,happy
G00009/G00009_04/G00009_04_12/G00009_04_12_006.mp4,neutral
G00009/G00009_04/G00009_04_14/G00009_04_14_019.mp4,happy
G00009/G00009_04/G00009_04_14/G00009_04_14_017.mp4,happy
G00009/G00009_04/G00009_04_14/G00009_04_14_010.mp4,surprised
G00009/G00009_04/G00009_04_14/G00009_04_14_012.mp4,happy
G00009/G00009_04/G00009_04_14/G00009_04_14_007.mp4,neutral
G00009/G00009_04/G00009_04_14/G00009_04_14_021.mp4,happy
G00009/G00009_13/G00009_13_14/G00009_13_14_001.mp4,neutral
G00009/G00009_13/G00009_13_14/G00009_13_14_011.mp4,neutral
G00009/G00009_13/G00009_13_14/G00009_13_14_003.mp4,neutral
G00009/G00009_13/G00009_13_14/G00009_13_14_025.mp4,disgusted
G00009/G00009_13/G00009_13_14/G00009_13_14_013.mp4,angry
G00009/G00009_13/G00009_13_14/G00009_13_14_020.mp4,disgusted
G00009/G00009_13/G00009_13_14/G00009_13_14_022.mp4,disgusted
G00009/G00009_13/G00009_13_14/G00009_13_14_027.mp4,disgusted
G00009/G00009_13/G00009_13_14/G00009_13_14_018.mp4,disgusted
G00009/G00009_13/G00009_13_14/G00009_13_14_023.mp4,disgusted
G00009/G00009_13/G00009_13_14/G00009_13_14_008.mp4,neutral
G00009/G00009_13/G00009_13_14/G00009_13_14_014.mp4,disgusted
G00009/G00009_13/G00009_13_14/G00009_13_14_005.mp4,neutral
G00009/G00009_13/G00009_13_14/G00009_13_14_007.mp4,disgusted
G00009/G00009_13/G00009_13_14/G00009_13_14_016.mp4,angry
G00009/G00009_13/G00009_13_12/G00009_13_12_024.mp4,neutral
G00009/G00009_13/G00009_13_12/G00009_13_12_006.mp4,neutral
G00009/G00009_13/G00009_13_12/G00009_13_12_017.mp4,disgusted
G00009/G00009_13/G00009_13_12/G00009_13_12_026.mp4,neutral
G00009/G00009_13/G00009_13_12/G00009_13_12_012.mp4,neutral
G00009/G00009_13/G00009_13_12/G00009_13_12_009.mp4,neutral
G00009/G00009_13/G00009_13_12/G00009_13_12_004.mp4,neutral
G00009/G00009_13/G00009_13_12/G00009_13_12_002.mp4,neutral
